time,target_id,name,truth,label,FR,AC,ST,FO,Theta,Delta_H1,Delta_V,Delta_C,Delta_H2,window_size,mean_conflict
1,5,T6(B-52H),,FO,0.002868439849892943,0.0028938630573720385,0.06659900562776368,0.9143176843725735,0.013321007092397863,3500.0,281.28,72.69,,2,0.23417154334304896
1,6,T7(MQ-9),,FO,0.002868439849892943,0.0028938630573720385,0.06659900562776368,0.9143176843725735,0.013321007092397863,7500.0,208.32,110.47000000000003,,2,0.23417154334304896
1,7,IFF-FR-Return-1,Ally1,FR,0.9121055323438679,0.06847391007657225,0.0031041302455373067,0.002926156355313349,0.013390270978709205,8.0,4.655999999999949,0.4900000000000091,,2,0.23526760839557312
1,8,IFF-AC-Return-2,Ally2,FR,0.6312111701540085,0.340294068513773,0.005694179284056081,0.005588845683211863,0.017211736364950606,0.0,1.4640000000000555,2.990000000000009,,2,0.2503641815359681
1,9,IFF-ST-Return-3,Ally3,FR,0.6364086771375068,0.33521874595860224,0.005624987106998921,0.005567137403763672,0.017180452393128327,0.0,0.2400000000000091,2.9700000000000273,,2,0.2511278047979768
2,0,T1(BGM-109C),,FO,0.0005706315400073132,0.0005759333621123345,0.022998180588232175,0.9741759760691049,0.0016792784405433483,4788.0,256.79999999999995,80.72000000000003,,3,0.234171543343049
2,1,T2(AGM-86B),,FO,0.0005706315400073132,0.0005759333621123345,0.022998180588232175,0.9741759760691049,0.0016792784405433483,4737.0,232.32000000000005,87.61000000000001,,3,0.234171543343049
2,2,T3(AH-64A),,FO,0.0005706315400073132,0.0005759333621123345,0.022998180588232175,0.9741759760691049,0.0016792784405433483,3400.0,134.88,109.55000000000001,,3,0.234171543343049
2,3,T4(F-16C),,FO,0.0005706315400073132,0.0005759333621123345,0.022998180588232175,0.9741759760691049,0.0016792784405433483,4199.0,1174.8,76.20999999999998,,3,0.234171543343049
2,4,T5(F-22),,FO,0.0005706315400073132,0.0005759333621123345,0.022998180588232175,0.9741759760691049,0.0016792784405433483,4798.0,1664.4,77.56,,3,0.234171543343049
2,5,T6(B-52H),,FO,0.0005706315400073132,0.0005759333621123345,0.022998180588232175,0.9741759760691049,0.0016792784405433483,3500.0,281.28,72.67000000000002,,3,0.234171543343049
2,6,T7(MQ-9),,FO,0.0005706315400073132,0.0005759333621123345,0.022998180588232175,0.9741759760691049,0.0016792784405433483,7500.0,208.32,110.49000000000001,,3,0.234171543343049
